step,action,reward,episode_return,x,y,vx,vy,angle,angular_velocity,left_contact,right_contact,corridor,hover,controlled_descent,target_zone,safe_landing_angle,both_contact,successful_landing,successful_protocol,task_failed,monitor_progress,monitor_state
11,2,1.6996982018745654,21.149254438547434,-0.0360102653503418,1.2873530387878418,-0.27493399381637573,-0.43793439865112305,-0.06560105085372925,-0.2163299024105072,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
12,2,1.4559627643952069,22.60521720294264,-0.03888092190027237,1.278045892715454,-0.27585670351982117,-0.41417884826660156,-0.0767088308930397,-0.22217607498168945,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
13,1,-2.648843419155155,19.956373783787484,-0.041826725006103516,1.2681564092636108,-0.2853204905986786,-0.44002294540405273,-0.08589272946119308,-0.18369415402412415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
14,2,-0.1484150929178895,19.807958690869594,-0.04487352445721626,1.2584590911865234,-0.29474565386772156,-0.4315861463546753,-0.09576556831598282,-0.19747503101825714,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
15,2,-0.25733027665869485,19.550628414210898,-0.04803867265582085,1.2489876747131348,-0.3057803213596344,-0.4216768443584442,-0.10643896460533142,-0.2134871482849121,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
16,2,0.984323927006227,20.534952341217124,-0.05108585208654404,1.2397220134735107,-0.29427701234817505,-0.4125867784023285,-0.11682910472154617,-0.20782169699668884,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
17,2,4.376662579828303,24.911614921045427,-0.05383920669555664,1.2313262224197388,-0.26573413610458374,-0.37392017245292664,-0.12638722360134125,-0.19117945432662964,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
18,1,-2.5476794702299785,22.363935450815447,-0.05665426328778267,1.2223360538482666,-0.27347302436828613,-0.40025731921195984,-0.13438478112220764,-0.15996575355529785,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
19,2,2.8455496985004745,25.20948514931592,-0.059308718889951706,1.2139472961425781,-0.25767719745635986,-0.3735489547252655,-0.14214134216308594,-0.15514560043811798,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
20,1,-2.4115117296735193,22.7979734196424,-0.06203823164105415,1.2049705982208252,-0.2671036124229431,-0.3995410203933716,-0.14798623323440552,-0.11690820753574371,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
21,2,2.312174274368073,25.11014769401047,-0.06453485786914825,1.1962721347808838,-0.24448621273040771,-0.38711974024772644,-0.1531611979007721,-0.10350847244262695,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
22,1,-2.1392507255249584,22.970896968485512,-0.06710968166589737,1.1869902610778809,-0.2543289065361023,-0.41285955905914307,-0.15633034706115723,-0.0633886307477951,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
23,2,2.2584671557479057,25.229364124233417,-0.06953916698694229,1.178031325340271,-0.24000374972820282,-0.3984854519367218,-0.15927791595458984,-0.05895600840449333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
24,2,3.7654860479018,28.994850172135216,-0.07171116024255753,1.1696454286575317,-0.21484951674938202,-0.37296465039253235,-0.16162161529064178,-0.046878326684236526,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
25,1,-2.0065720897341905,26.988278082401024,-0.07395315170288086,1.1606431007385254,-0.2235647737979889,-0.40017688274383545,-0.16226261854171753,-0.012820124626159668,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
26,2,0.6700297211347219,27.658307803535745,-0.07617006450891495,1.1516510248184204,-0.22085854411125183,-0.3997343182563782,-0.16309303045272827,-0.016608111560344696,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
27,2,4.864751492368794,32.52305929590454,-0.07819795608520508,1.1435679197311401,-0.20206530392169952,-0.35932978987693787,-0.16381675004959106,-0.014474553056061268,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
28,2,1.113437477910179,33.63649677381472,-0.08026323467493057,1.1357288360595703,-0.20520702004432678,-0.3485501706600189,-0.16513574123382568,-0.026379894465208054,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
29,2,3.051932900688297,36.68842967450302,-0.08205852657556534,1.1282459497451782,-0.17895221710205078,-0.3326334059238434,-0.1657078117132187,-0.011441707611083984,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
30,1,-1.857925308175736,34.83050436632728,-0.08394040912389755,1.120178461074829,-0.18980756402015686,-0.3583698868751526,-0.16407783329486847,0.032599546015262604,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
31,2,1.9432212957361912,36.77372566206348,-0.08568315207958221,1.112276315689087,-0.17615340650081635,-0.35100334882736206,-0.16219905018806458,0.03757552057504654,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
32,2,1.9687089716294508,38.74243463369293,-0.08728895336389542,1.104551076889038,-0.16269618272781372,-0.34311288595199585,-0.16008226573467255,0.04233566299080849,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
33,2,2.8960807698393696,41.6385154035323,-0.08869504928588867,1.097172737121582,-0.14317968487739563,-0.3276596963405609,-0.15751954913139343,0.051254771649837494,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
34,2,1.0702519060675797,42.708767309599885,-0.0899537056684494,1.0897434949874878,-0.12884138524532318,-0.32987892627716064,-0.15454892814159393,0.05941198021173477,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
35,2,2.4465575270089177,45.155324836608806,-0.09116172790527344,1.0826985836029053,-0.12354183197021484,-0.31282490491867065,-0.15181447565555573,0.054689496755599976,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
36,1,-1.5356040677651197,43.619720768843685,-0.09244928508996964,1.0750770568847656,-0.13353842496871948,-0.3382558822631836,-0.14703036844730377,0.09568197280168533,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
37,2,2.35086203631455,45.97058280515824,-0.09351710975170135,1.0676072835922241,-0.11224637925624847,-0.3314613401889801,-0.1415812224149704,0.10898296535015106,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
38,2,5.289563482893368,51.26014628805161,-0.0943671241402626,1.0610119104385376,-0.09083202481269836,-0.29257962107658386,-0.1357770711183548,0.11608313024044037,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
39,2,1.6764122689014413,52.93655855695305,-0.09511995315551758,1.0545272827148438,-0.08126667886972427,-0.28767678141593933,-0.12982431054115295,0.11905534565448761,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[0+1])),[_8458=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_8458),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
40,2,2.4928424135173204,55.429400970470375,-0.09571752697229385,1.0483131408691406,-0.06609514355659485,-0.27564573287963867,-0.12350646406412125,0.12635698914527893,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[0+1])),[_4148=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_4148),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
41,2,2.547657334113251,57.97705830458363,-0.09637002646923065,1.042526125907898,-0.07095887511968613,-0.2567344605922699,-0.11783198267221451,0.11348935216665268,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,False,False,False,1.0,"@(star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[0+1])),[_13076=guarded(var(h)<2,star(waiting_for_hover:eps)*((hover_match:eps)*app(gen([h],_13076),[var(h)+1])),app(gen([],star(waiting_for_hover:eps)*(hover_match:eps)*app(gen([],star(waiting_for_descent:eps)*(controlled_descent_match:eps)*star(waiting_for_landing:eps)*(safe_landing_match:eps)*1),[])),[]))])"
